=== MAIN PIPELINE BACKTEST — SUMMARY ===
llm_directional_accuracy_pct,55.56
llm_signal_sensitivity_pct,29.03
llm_total_signals,9
llm_buy_signals,2
llm_sell_signals,7
llm_correct_signals,5
llm_correct_profitable,1
llm_avg_net_pnl_thb,-680.69
llm_rejected_by_risk,0
llm_avg_confidence,0.839
final_directional_accuracy_pct,55.56
final_signal_sensitivity_pct,29.03
final_total_signals,9
final_buy_signals,2
final_sell_signals,7
final_correct_signals,5
final_correct_profitable,1
final_avg_net_pnl_thb,-680.69
final_rejected_by_risk,0
final_avg_confidence,0.839

=== DETAILED SIGNAL LOG ===
timestamp,close_thai,actual_direction,price_change,net_pnl_thb,news_sentiment,llm_signal,llm_confidence,llm_rationale,llm_correct,llm_profitable,final_signal,final_confidence,final_correct,final_profitable,rejection_reason,position_size_thb,stop_loss,take_profit,iterations_used,from_cache
2026-03-21 00:00:00,70009.27,DOWN,-2028.4900000000052,-2061.4900000000052,-0.389,HOLD,0.5,"The market state shows no clear trend direction, with both EMA20 and EMA50 at the same level of 70009.27. The RSI is also neutral, indicating neither overbought nor oversold conditions. Given these ne",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-23 04:00:00,67980.78,UP,222.0899999999965,189.0899999999965,0.6778,HOLD,0.5,"The market is in a downtrend with the EMA20 and EMA50 both below the current price at 69816.08 and 69929.72 respectively, indicating continued pressure on gold prices. The RSI is near neutral (RSI=nan",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-23 08:00:00,68202.87,DOWN,-1968.659999999989,-2001.659999999989,0.6778,HOLD,0.5,"The market is currently in a downtrend with the EMA20 and EMA50 both below the current price at 69662.44 THB/gram and 69862.00 THB/gram respectively. The RSI is near neutral, indicating no significant",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-23 12:00:00,66234.21,UP,1849.5099999999948,1816.5099999999948,-0.6776,HOLD,0.5,"The Gold market is currently in a downtrend as indicated by the EMA20 and EMA50 being on opposite sides of the current price at 69335.94 and 69719.74 respectively, with an RSI value that suggests no s",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-23 16:00:00,68083.72,DOWN,-1024.8699999999953,-1057.8699999999953,-0.1469,SELL,0.85,"The downtrend is confirmed by the EMA20 and EMA50 indicators, both below the price. The RSI is at neutral levels but could suggest a continuation of the current trend. No immediate entry price as data",True,False,SELL,0.85,True,False,,0.0,69100.0,69400.0,1,False
2026-03-23 20:00:00,67058.85,UP,393.679999999993,360.679999999993,-0.1591,HOLD,0.5,"The market is in a downtrend, indicated by the EMA20 and EMA50 crossing below the current price. The RSI is neutral and MACD is showing a bearish signal with a negative historical value (-641.7144). G",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-24 00:00:00,67452.53,DOWN,-89.19999999999709,-122.19999999999709,-0.1907,HOLD,0.5,"The current market state shows a downtrend with neutral RSI and MACD values, indicating no strong buy or sell signal at this time. The lack of recent price movement and the portfolio's neutral status ",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-24 04:00:00,67363.33,DOWN,-295.83000000000175,-328.83000000000175,-0.9742,HOLD,0.5,"The Gold price is currently at $N/A/oz, and the market is in a downtrend with an EMA20 of 68719.93 and an EMA50 of 69388.68. The RSI indicator is not available, and the MACD histogram has decreased by",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-24 08:00:00,67067.5,UP,968.0,935.0,-0.5044,HOLD,0.5,"The market is in a downtrend as indicated by the EMA20 and EMA50 crossovers, with RSI at neutral levels. No actionable signals are present based on current indicators.",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-24 12:00:00,68035.5,DOWN,-431.1499999999942,-464.1499999999942,-0.0624,SELL,0.85,"The market is in a downtrend as indicated by the EMA20 under the EMA50, with RSI at neutral level. The recent negative MACD value suggests selling pressure. Given the current low portfolio cash and go",True,False,SELL,0.85,True,False,,0.0,67000.0,70000.0,1,False
